OBJECTID,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted
408218,5501020A60296F07,2021/02/14 13:42:00+00,High,ND,OVERDOSE,P210451984,5200 YORK RD,5200 YORK RD BALTIMORE MD,York-Homeland,Northern,521,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2711.01,NA,21212,TRUE,FALSE
408279,5501020A602A8DF5,2021/02/15 10:05:59+00,High,SE,OVERDOSE,P210461550,E FAYETTE ST/N ELLWOOD AV,E FAYETTE ST and N ELLWOOD AV BALTIMORE MD,Patterson Park Neighborhood,Southeastern,222,1,D5,Patterson Park North & East,Census Tract 601,NA,21224,TRUE,FALSE
408348,5501020A602C0A63,2021/02/16 13:09:00+00,High,WD,OVERDOSE,P210472577,2300 ARUNAH AV,2300 ARUNAH AV BALTIMORE MD,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,NA,21216,TRUE,FALSE
408553,5501020A600F550C,2021/01/25 18:32:00+00,High,WD,OVERDOSE,P210253429,2000 W BALTIMORE ST,2000 W BALTIMORE ST BALTIMORE MD,Boyd-Booth,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2003,Tri-District,21223,TRUE,FALSE
408597,5501020A601074F4,2021/01/26 15:00:00+00,High,WD,OVERDOSE,P210262525,W NORTH AV/DRUID HILL AV,W NORTH AV and DRUID HILL AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
408637,5501020A60117F37,2021/01/27 09:56:00+00,High,WD,OVERDOSE,P210271437,600 N MONROE ST,600 N MONROE ST BALTIMORE MD,Harlem Park,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21223,TRUE,FALSE
408700,5501020A6013456D,2021/01/28 18:14:00+00,High,SE,OVERDOSE,P210283492,METRO STATION - SHOT TOWER,METRO STATION - SHOT TOWER BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,NA,21202,TRUE,FALSE
408757,5501020A60146A1A,2021/01/29 15:03:00+00,High,WD,OVERDOSE,P210292778,1900 N FULTON AV,1900 N FULTON AV BALTIMORE MD,Penn North,Western,733,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
408972,5501020A6019AC49,2021/02/02 14:47:00+00,High,WD,OVERDOSE,P210332378,1600 W NORTH AV,1600 W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
408998,5501020A601ABDFB,2021/02/03 10:15:00+00,High,ED,OVERDOSE,P210341571,1500 KIA CT,1500 KIA CT BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 909,Eastern1,21202,TRUE,FALSE
409139,5501020A601DA2E3,2021/02/05 14:56:00+00,High,SW,OVERDOSE,P210362726,100 S CATHERINE ST,100 S CATHERINE ST BALTIMORE MD,Shipley Hill,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2004,Tri-District,21223,TRUE,FALSE
409237,5501020A601F34F6,2021/02/06 19:31:00+00,High,WD,OVERDOSE,P210373696,1100 N STRICKER ST,1100 N STRICKER ST BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,21217,TRUE,FALSE
409298,5501020A602026B2,2021/02/07 12:43:00+00,High,SE,OVERDOSE,P210382071,0 S BROADWAY,0 S BROADWAY BALTIMORE MD,Washington Hill,Southeastern,212,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
409338,5501020A60217015,2021/02/08 12:08:00+00,High,NW,OVERDOSE,P210391856,5300 PARK HEIGHTS AV,5300 PARK HEIGHTS AV BALTIMORE MD,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,21215,TRUE,FALSE
409379,5501020A6021F186,2021/02/08 21:20:00+00,High,SE,OVERDOSE,P210393935,0 S EXETER ST,0 S EXETER ST BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,NA,21202,TRUE,FALSE
409382,5501020A60220C0C,2021/02/08 23:13:59+00,High,NE,OVERDOSE,P210394197,3000 MAYFIELD AV,3000 MAYFIELD AV BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,21213,TRUE,FALSE
409402,5501020A6022C382,2021/02/09 12:16:00+00,High,NE,OVERDOSE,P210402192,5000 E BIDDLE ST,5000 E BIDDLE ST BALTIMORE MD,Armistead Gardens,Northeastern,433,13,D6,Claremont/Armistead,Census Tract 2604.01,NA,21205,TRUE,FALSE
409408,5501020A6022DD44,2021/02/09 14:06:00+00,High,WD,OVERDOSE,P210402583,2500 LAURETTA AV,2500 LAURETTA AV BALTIMORE MD,Rosemont Homeowners/Tenants,Western,721,9,D8,Greater Rosemont,Census Tract 1605,NA,21223,TRUE,FALSE
409410,5501020A60231E45,2021/02/09 18:43:59+00,High,WD,OVERDOSE,P210403662,2200 N FULTON AV,2200 N FULTON AV BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,TRUE,FALSE
409509,5501020A603BF8BD,2021/02/28 15:10:00+00,High,SD,OVERDOSE,P210592396,1700 RUSSELL ST,1700 RUSSELL ST BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2101,NA,21230,TRUE,FALSE
409839,5501020A6042B2A5,2021/03/05 17:37:00+00,High,SE,OVERDOSE,P210643100,700 S BROADWAY,700 S BROADWAY BALTIMORE MD,Fells Point,Southeastern,213,1,D6,Fells Point,Census Tract 203,NA,21231,TRUE,FALSE
409998,5501020A60458198,2021/03/07 20:44:00+00,High,SD,OVERDOSE,P210663724,2800 BLK SPELMAN RD,2800 BLK SPELMAN RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,NA,21225,TRUE,FALSE
410007,5501020A6062877A,2021/03/29 22:05:00+00,High,WD,OVERDOSE,P210884030,1600 CLIFTON AV,1600 CLIFTON AV BALTIMORE MD,Penn North,Western,733,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
410090,5501020A606483B5,2021/03/31 10:14:00+00,High,NW,OVERDOSE,P210901472,3000 REISTERSTOWN RD,3000 REISTERSTOWN RD BALTIMORE MD,Liberty Square,Northwestern,611,7,D1,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
410120,5501020A6064E313,2021/03/31 17:00:59+00,High,CD,OVERDOSE,P210902983,E NORTH AV/ST PAUL ST,E NORTH AV and ST PAUL ST BALTIMORE MD,Greenmount West,Central,141,12,D8,Midtown,Census Tract 1205,NA,21202,TRUE,FALSE
410185,5501020A606633CC,2021/04/01 16:57:00+00,High,ND,OVERDOSE,P210913157,CHURCHWARDENS RD/E NORTHERN PY,CHURCHWARDENS RD and E NORTHERN PY BALTIMORE MD,Homeland,Northern,523,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2712,NA,21212,TRUE,FALSE
410198,5501020A6066567F,2021/04/01 19:25:00+00,High,WD,OVERDOSE,P210913778,200 BLK N CARROLLTON AV,200 BLK N CARROLLTON AV BALTIMORE MD,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1802,NA,21223,TRUE,FALSE
410375,5501020A606A730D,2021/04/04 22:15:59+00,High,WD,OVERDOSE,P210943698,RIGGS AV/N ARLINGTON AV,RIGGS AV and N ARLINGTON AV BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,21217,TRUE,FALSE
410643,5501020A604FEFEA,2021/03/15 19:38:00+00,High,CD,OVERDOSE,P210743750,METRO STATION - UPTON,METRO STATION - UPTON BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
410769,5501020A6054DF59,2021/03/19 13:28:00+00,High,SD,OVERDOSE,P210782334,300 BLK S MONROE ST,300 BLK S MONROE ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,TRUE,FALSE
411159,5501020A6048ED0A,2021/03/10 11:00:00+00,High,ED,OVERDOSE,P210691755,E MADISON ST/N CURLEY ST,E MADISON ST and N CURLEY ST BALTIMORE MD,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,NA,21205,TRUE,FALSE
411178,5501020A60492403,2021/03/10 14:54:00+00,High,WD,OVERDOSE,P210692634,2700 PENNSYLVANIA AV,2700 PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,TRUE,FALSE
411373,5501020A604BCD0E,2021/03/12 15:20:00+00,High,WD,OVERDOSE,P210712518,2800 AUCHENTOROLY TE,2800 AUCHENTOROLY TE BALTIMORE MD,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,NA,21217,TRUE,FALSE
411570,5501020A605A4E7D,2021/03/23 16:24:00+00,High,SE,OVERDOSE,P210823000,2100 E PRATT ST,2100 E PRATT ST BALTIMORE MD,Butcher's Hill,Southeastern,212,1,D6,Fells Point,Census Tract 105,NA,21231,TRUE,FALSE
411687,5501020A605D0B91,2021/03/25 18:14:59+00,High,CD,OVERDOSE,P210843405,DRUID HILL AV/N EUTAW ST,DRUID HILL AV and N EUTAW ST BALTIMORE MD,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,NA,21201,TRUE,FALSE
411698,5501020A605D1B32,2021/03/25 19:21:59+00,High,ED,OVERDOSE,P210843675,1200 BLK N BRADFORD ST,1200 BLK N BRADFORD ST BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 804,Eastern2,21213,TRUE,FALSE
411702,5501020A605D1ED9,2021/03/25 19:38:00+00,High,SW,OVERDOSE,P210843755,2600 LEHMAN ST,2600 LEHMAN ST BALTIMORE MD,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,NA,21223,TRUE,FALSE
411704,5501020A605D2B77,2021/03/25 20:31:00+00,High,SE,OVERDOSE,P210843979,S CONKLING ST/O DONNELL ST,S CONKLING ST and O DONNELL ST BALTIMORE MD,Canton,Southeastern,232,1,D6,Highlandtown,Census Tract 2609,NA,21224,TRUE,FALSE
411706,5501020A605D2F0F,2021/03/25 20:47:00+00,High,SE,OVERDOSE,P210844035,3600 O DONNELL ST,3600 O DONNELL ST BALTIMORE MD,Canton Industrial Area,Southeastern,233,1,D6,Highlandtown,Census Tract 2609,NA,21224,TRUE,FALSE
411711,5501020A605D39D0,2021/03/25 21:33:00+00,High,ED,OVERDOSE,P210844182,800 N PORT ST,800 N PORT ST BALTIMORE MD,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,21205,TRUE,FALSE
411819,5501020A605EA8A2,2021/03/26 23:38:00+00,High,ED,OVERDOSE,P210854667,2000 N WASHINGTON ST,2000 N WASHINGTON ST BALTIMORE MD,South Clifton Park,Eastern,331,12,D5,Clifton-Berea,Census Tract 805,NA,21213,TRUE,FALSE
411885,5501020A605FF692,2021/03/27 23:22:00+00,High,ND,OVERDOSE,P210864314,2100 MARYLAND AV,2100 MARYLAND AV BALTIMORE MD,Charles North,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
411923,5501020A6060F206,2021/03/28 17:15:00+00,High,NW,OVERDOSE,P210872665,W BELVEDERE AV/BEAUFORT AV,W BELVEDERE AV and BEAUFORT AV BALTIMORE MD,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,21215,TRUE,FALSE
411954,5501020A6061BDB4,2021/03/29 07:44:00+00,High,NW,OVERDOSE,P210880879,3300 CLARKS LN,3300 CLARKS LN BALTIMORE MD,Cross Country,Northwestern,632,5,D1,Cross-Country/Cheswolde,Census Tract 2720.04,NA,21215,TRUE,FALSE
412106,5501020A60707B89,2021/04/09 12:06:00+00,High,SW,OVERDOSE,P210992052,1700 N DUKELAND ST,1700 N DUKELAND ST BALTIMORE MD,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,TRUE,FALSE
412201,5501020A6071D486,2021/04/10 12:38:00+00,High,SD,OVERDOSE,P211001932,MCHENRY ST/S STRICKER ST,MCHENRY ST and S STRICKER ST BALTIMORE MD,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,21223,TRUE,FALSE
412224,5501020A60721A49,2021/04/10 17:35:59+00,High,CD,OVERDOSE,P211002937,1700 BOLTON ST,1700 BOLTON ST BALTIMORE MD,Bolton Hill,Central,132,11,D8,Midtown,Census Tract 1401,NA,21217,TRUE,FALSE
412250,5501020A60734A2D,2021/04/11 15:12:00+00,High,NE,OVERDOSE,P211012244,5700 RADECKE AV,5700 RADECKE AV BALTIMORE MD,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2601.02,NA,21206,TRUE,FALSE
412282,5501020A6073C2C2,2021/04/11 23:47:00+00,High,ED,OVERDOSE,P211013990,2000 N BROADWAY,2000 N BROADWAY BALTIMORE MD,South Clifton Park,Eastern,342,12,D5,Clifton-Berea,Census Tract 805,Eastern1,21213,TRUE,FALSE
412562,5501020A60A090F2,2021/05/15 23:26:00+00,High,CD,OVERDOSE,P211354390,1000 W NORTH AV,1000 W NORTH AV BALTIMORE MD,Madison Park,Central,132,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
412600,5501020A60A0ECEC,2021/05/16 05:58:59+00,High,NW,OVERDOSE,P211361046,3000 THORNDALE AV,3000 THORNDALE AV BALTIMORE MD,Central Park Heights,Northwestern,614,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
412703,5501020A60A423A1,2021/05/18 16:28:59+00,High,SD,OVERDOSE,P211382617,500 BLK S FULTON AV,500 BLK S FULTON AV BALTIMORE MD,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1903,NA,21223,TRUE,FALSE
412720,5501020A60A4535E,2021/05/18 19:53:00+00,High,WD,OVERDOSE,P211383420,1100 N FREMONT AV,1100 N FREMONT AV BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1601,Central,21217,TRUE,FALSE
413191,5501020A6086C858,2021/04/26 10:04:00+00,High,NW,OVERDOSE,P211161388,5000 PEMBRIDGE AV,5000 PEMBRIDGE AV BALTIMORE MD,Central Park Heights,Northwestern,614,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
413222,5501020A60874DF9,2021/04/26 19:34:00+00,High,CD,OVERDOSE,P211163303,N CHARLES ST/E PRESTON ST,N CHARLES ST and E PRESTON ST BALTIMORE MD,Mid-Town Belvedere,Central,141,12,D8,Midtown,Census Tract 1102,NA,21201,TRUE,FALSE
413281,5501020A60887E1B,2021/04/27 17:11:00+00,High,SD,OVERDOSE,P211172929,SCOTT ST/MCHENRY ST,SCOTT ST and MCHENRY ST BALTIMORE MD,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2101,NA,21230,TRUE,FALSE
413549,5501020A6078BB6F,2021/04/15 18:17:00+00,High,SE,OVERDOSE,P211053267,600 BLK N ROSE ST,600 BLK N ROSE ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,NA,21205,TRUE,FALSE
414081,5501020A608DE0A0,2021/05/01 19:12:59+00,High,ND,OVERDOSE,P211213292,3200 BLK GUILFORD AV,3200 BLK GUILFORD AV BALTIMORE MD,Abell,Northern,513,14,D2,Greater Charles Village/Barclay,Census Tract 1202.02,NA,21218,TRUE,FALSE
414239,5501020A60909720,2021/05/03 20:35:59+00,High,CD,OVERDOSE,P211233389,700 W LAFAYETTE AV,700 W LAFAYETTE AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1703,Central,21217,TRUE,FALSE
414334,5501020A60923BF4,2021/05/05 02:32:00+00,High,ED,OVERDOSE,P211250435,1700 NORMAL AV,1700 NORMAL AV BALTIMORE MD,Darley Park,Eastern,342,14,D5,Clifton-Berea,Census Tract 805,Eastern1,21213,TRUE,FALSE
414354,5501020A6092DFC9,2021/05/05 14:11:00+00,High,CD,OVERDOSE,P211252148,PENNSYLVANIA AV/LAURENS ST,PENNSYLVANIA AV and LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
414451,5501020A60947A5F,2021/05/06 19:23:00+00,High,WD,OVERDOSE,P211263534,PENNSYLVANIA AV/W NORTH AV,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Penn North/Reservoir Hill,Census Tract 1501,Western,21217,TRUE,FALSE
414496,5501020A60958929,2021/05/07 14:38:00+00,High,WD,OVERDOSE,P211272121,W NORTH AV/PENNSYLVANIA AV,W NORTH AV and PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733,7,D9,Penn North/Reservoir Hill,Census Tract 1501,Western,21217,TRUE,FALSE
414696,5501020A6099C2A2,2021/05/10 19:31:59+00,High,ND,OVERDOSE,P211303456,FALLS RD/W NORTHERN PY,FALLS RD and W NORTHERN PY BALTIMORE MD,Roland Park,Northern,521,6,D2,Greater Roland Park/Poplar Hill,Census Tract 2713,NA,21209,TRUE,FALSE
414792,5501020A609C253F,2021/05/12 14:58:00+00,High,ED,OVERDOSE,P211322437,E 0ND ST/GREENMOUNT AV,E 0ND ST and GREENMOUNT AV BALTIMORE MD,Barclay,Eastern,341,12,D5,Greater Charles Village/Barclay,Census Tract 908,NA,21218,TRUE,FALSE
415139,5501020A60B59921,2021/05/31 22:18:59+00,High,SD,OVERDOSE,P211514160,3700 10TH ST,3700 10TH ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,21225,TRUE,FALSE
415375,5501020A60B8ECB0,2021/06/03 10:52:00+00,High,WD,OVERDOSE,P211541383,EDMONDSON AV/N BRICE ST,EDMONDSON AV and N BRICE ST BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21223,TRUE,FALSE
415486,5501020A60BAA898,2021/06/04 18:26:00+00,High,SW,OVERDOSE,P211552929,600 POPLAR GROVE ST,600 POPLAR GROVE ST BALTIMORE MD,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
415506,5501020A60CBA7FD,2021/06/17 15:52:00+00,High,SE,OVERDOSE,P211682392,S BETHEL ST/E BALTIMORE ST,S BETHEL ST and E BALTIMORE ST BALTIMORE MD,Washington Hill,Southeastern,212,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
415576,5501020A60CCE9DF,2021/06/18 14:45:00+00,High,WD,OVERDOSE,P211692060,EDMONDSON AV/N BRICE ST,EDMONDSON AV and N BRICE ST BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21223,TRUE,FALSE
415580,5501020A60CCEF3F,2021/06/18 15:08:00+00,High,NE,OVERDOSE,P211692112,1200 LINWORTH AV,1200 LINWORTH AV BALTIMORE MD,New Northwood,Northeastern,413,4,D2,Northwood,Census Tract 2709.01,NA,21239,TRUE,FALSE
415591,5501020A60CCF80E,2021/06/18 15:46:00+00,High,SE,OVERDOSE,P211692246,200 S CONKLING ST,200 S CONKLING ST BALTIMORE MD,Highlandtown,Southeastern,231,1,D6,Highlandtown,Census Tract 2608,NA,21224,TRUE,FALSE
415699,5501020A60CE3767,2021/06/19 14:28:00+00,High,ND,OVERDOSE,P211702295,2700 BLK SPAULDING AV,2700 BLK SPAULDING AV BALTIMORE MD,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
415883,5501020A60D093E9,2021/06/21 09:27:59+00,High,SW,OVERDOSE,P211721233,700 BLK POPLAR GROVE ST,700 BLK POPLAR GROVE ST BALTIMORE MD,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
415897,5501020A60D0C0DB,2021/06/21 12:39:00+00,High,CD,OVERDOSE,P211721787,200 N EUTAW ST,200 N EUTAW ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,TRUE,FALSE
415909,5501020A60D0E4FE,2021/06/21 15:14:00+00,High,WD,OVERDOSE,P211722195,N CAREY ST/ALLEGANY PL,N CAREY ST and ALLEGANY PL BALTIMORE MD,Sandtown-Winchester,Western,733,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
416078,5501020A60AA7D6E,2021/05/23 12:06:00+00,High,CD,OVERDOSE,P211431695,1700 BLK ETTING ST,1700 BLK ETTING ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
416361,5501020A60B10451,2021/05/28 10:55:00+00,High,NW,OVERDOSE,P211481609,4700 GARRISON BL,4700 GARRISON BL BALTIMORE MD,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,TRUE,FALSE
416374,5501020A60B132BC,2021/05/28 14:13:00+00,High,SD,OVERDOSE,P211482328,100 W HAMBURG ST,100 W HAMBURG ST BALTIMORE MD,Sharp-Leadenhall,Southern,942,11,D7,Inner Harbor/Federal Hill,Census Tract 2301,NA,21230,TRUE,FALSE
416511,5501020A60B32347,2021/05/30 01:31:00+00,High,SW,OVERDOSE,P211500340,1400 BLOOMFIELD AV,1400 BLOOMFIELD AV BALTIMORE MD,Violetville,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,NA,21227,TRUE,FALSE
416563,5501020A60BBCB42,2021/06/05 15:06:00+00,High,ND,OVERDOSE,P211562357,2800 EDGECOMBE CI S,2800 EDGECOMBE CI S BALTIMORE MD,Parklane,Northern,532,6,D2,Southern Park Heights,Census Tract 2716,NA,21215,TRUE,FALSE
417033,5501020A60C284D2,2021/06/10 17:32:00+00,High,NW,OVERDOSE,P211612709,DRUID PARK DR/GREENSPRING AV,DRUID PARK DR and GREENSPRING AV BALTIMORE MD,Druid Hill Park,Northern,531,7,D2,Penn North/Reservoir Hill,Census Tract 1304,NA,21217,TRUE,FALSE
417048,5501020A60C2B4FA,2021/06/10 20:57:00+00,High,SW,OVERDOSE,P211613317,2700 WALBROOK AV,2700 WALBROOK AV BALTIMORE MD,Walbrook,Southwestern,811,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,TRUE,FALSE
417668,5501020A60DCC1CD,2021/06/30 15:11:00+00,High,SD,OVERDOSE,P211812249,E RANDALL ST/HENRY ST,E RANDALL ST and HENRY ST BALTIMORE MD,Riverside,Southern,943,11,D7,South Baltimore,Census Tract 2404,NA,21230,TRUE,FALSE
417839,5501020A60DF4240,2021/07/02 12:43:00+00,High,WD,OVERDOSE,P211831822,1900 RIGGS AV,1900 RIGGS AV BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21217,TRUE,FALSE
417842,5501020A60DF5CDF,2021/07/02 14:37:00+00,High,SW,OVERDOSE,P211832158,POPLAR GROVE ST/ELLICOTT DY,POPLAR GROVE ST and ELLICOTT DY BALTIMORE MD,Winchester,Southwestern,814,9,D9,Greater Rosemont,Census Tract 1607,NA,21216,TRUE,FALSE
417843,5501020A60DF5E0A,2021/07/02 14:42:00+00,High,CD,OVERDOSE,P211832173,ARGYLE AV/PITCHER ST,ARGYLE AV and PITCHER ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
417951,5501020A60E0A1D0,2021/07/03 13:43:00+00,High,NW,OVERDOSE,P211841874,3300 BURLEITH AV,3300 BURLEITH AV BALTIMORE MD,Burleith-Leighton,Northwestern,611,7,D9,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
418013,5501020A60E26388,2021/07/04 21:42:00+00,High,ED,OVERDOSE,P211853556,FORREST ST/ENSOR ST,FORREST ST and ENSOR ST BALTIMORE MD,Oldtown,Eastern,312,12,D7,Oldtown/Middle East,Census Tract 2805,NA,21202,TRUE,FALSE
418113,5501020A60E4C65E,2021/07/06 17:08:00+00,High,SE,OVERDOSE,P211872723,GOUGH ST/S REGESTER ST,GOUGH ST and S REGESTER ST BALTIMORE MD,Fells Point,Southeastern,213,1,D6,Fells Point,Census Tract 202,NA,21231,TRUE,FALSE
418287,5501020A60E714EC,2021/07/08 11:08:00+00,High,SE,OVERDOSE,P211891571,1600 JOPLIN ST,1600 JOPLIN ST BALTIMORE MD,Broening Manor,Southeastern,243,1,D7,Southeastern,Census Tract 2606.05,NA,21224,TRUE,FALSE
418342,5501020A60E79DFE,2021/07/08 20:53:00+00,High,CD,OVERDOSE,P211893473,E LOMBARD ST/S GAY ST,E LOMBARD ST and S GAY ST BALTIMORE MD,Inner Harbor,Central,112,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
418421,5501020A60E8BFD3,2021/07/09 17:29:00+00,High,SE,OVERDOSE,P211902648,700 BLK E BALTIMORE ST,700 BLK E BALTIMORE ST BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,NA,21202,TRUE,FALSE
418611,5501020A60D3FDB5,2021/06/23 23:35:59+00,High,WD,OVERDOSE,P211743865,1900 MCKEAN AV,1900 MCKEAN AV BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
418705,5501020A60D54908,2021/06/24 23:10:00+00,High,SE,OVERDOSE,P211753857,6500 ST HELENA AV,6500 ST HELENA AV BALTIMORE MD,Saint Helena,Southeastern,243,1,D7,Southeastern,Census Tract 2606.05,NA,21222,TRUE,FALSE
419191,5501020A60ED2147,2021/07/13 01:14:00+00,High,SW,OVERDOSE,P211940249,200 S FRANKLINTOWN RD,200 S FRANKLINTOWN RD BALTIMORE MD,Shipley Hill,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2004,NA,21223,TRUE,FALSE
419232,5501020A60EDDC04,2021/07/13 14:31:00+00,High,ND,OVERDOSE,P211942211,2000 N CHARLES ST,2000 N CHARLES ST BALTIMORE MD,Charles North,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
419234,5501020A60EDDF23,2021/07/13 14:44:00+00,High,SW,OVERDOSE,P211942245,2100 WILKENS AV,2100 WILKENS AV BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,TRUE,FALSE
419310,5501020A60EF3543,2021/07/14 15:04:00+00,High,CD,OVERDOSE,P211952095,ROBERT ST/PENNSYLVANIA AV,ROBERT ST and PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
